id,goal,domain,roadmap
218,CV Specialist - Path Variant 2,Machine Learning / Deep Learning,Math Foundations: Calculus for optimization; Linear algebra essentials; Probability & stats refresher; Capstone: Build a CV Specialist portfolio project integrating core skills | ML Algorithms: Regularization techniques; Ensemble methods; Bias-Variance tradeoff | DL Fundamentals: Neural network basics; Activation functions; Backpropagation | Architectures: RNNs & LSTMs; CNNs for vision; Transformers & attention | Training & Optimization: Data augmentation; Batch norm; Capstone: Build a CV Specialist portfolio project integrating core skills; LR schedules; Adam/SGD | Deployment: TorchServe/Triton; ONNX export; Edge deployment
219,CV Specialist - Path Variant 3,Machine Learning / Deep Learning,Math Foundations: Probability & stats refresher; Calculus for optimization; Linear algebra essentials | ML Algorithms: Ensemble methods; Bias-Variance tradeoff; Regularization techniques | DL Fundamentals: Activation functions; Backpropagation; Neural network basics | Architectures: CNNs for vision; RNNs & LSTMs; Transformers & attention | Training & Optimization: Adam/SGD; Data augmentation; LR schedules; Batch norm | Deployment: TorchServe/Triton; ONNX export; Edge deployment
220,CV Specialist - Path Variant 4,Machine Learning / Deep Learning,Math Foundations: Linear algebra essentials; Calculus for optimization; Probability & stats refresher | ML Algorithms: Regularization techniques; Bias-Variance tradeoff; Ensemble methods | DL Fundamentals: Neural network basics; Activation functions; Backpropagation | Architectures: RNNs & LSTMs; Transformers & attention; CNNs for vision | Training & Optimization: Data augmentation; Batch norm; Adam/SGD; LR schedules | Deployment: Edge deployment; TorchServe/Triton; ONNX export
221,CV Specialist - Path Variant 5,Machine Learning / Deep Learning,Math Foundations: Probability & stats refresher; Linear algebra essentials; Calculus for optimization | ML Algorithms: Regularization techniques; Bias-Variance tradeoff; Ensemble methods | DL Fundamentals: Neural network basics; Activation functions; Backpropagation | Architectures: CNNs for vision; Transformers & attention; RNNs & LSTMs | Training & Optimization: Batch norm; Data augmentation; Capstone: Build a CV Specialist portfolio project integrating core skills; LR schedules; Adam/SGD | Deployment: Edge deployment; TorchServe/Triton; ONNX export
222,CV Specialist - Path Variant 6,Machine Learning / Deep Learning,Math Foundations: Calculus for optimization; Probability & stats refresher; Capstone: Build a CV Specialist portfolio project integrating core skills; Linear algebra essentials | ML Algorithms: Regularization techniques; Ensemble methods; Bias-Variance tradeoff | DL Fundamentals: Backpropagation; Activation functions; Neural network basics | Architectures: CNNs for vision; Transformers & attention; RNNs & LSTMs | Training & Optimization: Data augmentation; LR schedules; Batch norm; Adam/SGD | Deployment: Edge deployment; ONNX export; TorchServe/Triton
223,CV Specialist - Path Variant 7,Machine Learning / Deep Learning,Math Foundations: Calculus for optimization; Linear algebra essentials; Probability & stats refresher | ML Algorithms: Ensemble methods; Capstone: Build a CV Specialist portfolio project integrating core skills; Regularization techniques; Bias-Variance tradeoff | DL Fundamentals: Backpropagation; Activation functions; Neural network basics | Architectures: CNNs for vision; RNNs & LSTMs; Transformers & attention | Training & Optimization: Capstone: Build a CV Specialist portfolio project integrating core skills; Batch norm; Data augmentation; Adam/SGD; LR schedules | Deployment: TorchServe/Triton; Edge deployment; ONNX export
224,CV Specialist - Path Variant 8,Machine Learning / Deep Learning,Math Foundations: Calculus for optimization; Linear algebra essentials; Probability & stats refresher | ML Algorithms: Regularization techniques; Ensemble methods; Bias-Variance tradeoff | DL Fundamentals: Activation functions; Backpropagation; Capstone: Build a CV Specialist portfolio project integrating core skills; Neural network basics | Architectures: Transformers & attention; CNNs for vision; RNNs & LSTMs | Training & Optimization: Adam/SGD; Batch norm; Data augmentation; LR schedules | Deployment: TorchServe/Triton; ONNX export; Capstone: Build a CV Specialist portfolio project integrating core skills; Edge deployment
225,CV Specialist - Path Variant 9,Machine Learning / Deep Learning,Math Foundations: Calculus for optimization; Probability & stats refresher; Linear algebra essentials | ML Algorithms: Regularization techniques; Ensemble methods; Capstone: Build a CV Specialist portfolio project integrating core skills; Bias-Variance tradeoff | DL Fundamentals: Activation functions; Neural network basics; Backpropagation; Capstone: Build a CV Specialist portfolio project integrating core skills | Architectures: CNNs for vision; RNNs & LSTMs; Transformers & attention | Training & Optimization: Data augmentation; Batch norm; Adam/SGD; LR schedules | Deployment: ONNX export; TorchServe/Triton; Edge deployment
226,CV Specialist - Path Variant 10,Machine Learning / Deep Learning,Math Foundations: Probability & stats refresher; Linear algebra essentials; Calculus for optimization | ML Algorithms: Regularization techniques; Ensemble methods; Bias-Variance tradeoff; Capstone: Build a CV Specialist portfolio project integrating core skills | DL Fundamentals: Neural network basics; Backpropagation; Activation functions | Architectures: RNNs & LSTMs; Transformers & attention; CNNs for vision | Training & Optimization: Batch norm; Data augmentation; Adam/SGD; LR schedules | Deployment: TorchServe/Triton; ONNX export; Edge deployment
227,CV Specialist - Path Variant 11,Machine Learning / Deep Learning,Math Foundations: Linear algebra essentials; Probability & stats refresher; Calculus for optimization | ML Algorithms: Regularization techniques; Ensemble methods; Bias-Variance tradeoff | DL Fundamentals: Activation functions; Neural network basics; Backpropagation; Capstone: Build a CV Specialist portfolio project integrating core skills | Architectures: Transformers & attention; CNNs for vision; RNNs & LSTMs | Training & Optimization: Adam/SGD; Batch norm; LR schedules; Data augmentation | Deployment: ONNX export; TorchServe/Triton; Edge deployment
228,CV Specialist - Path Variant 12,Machine Learning / Deep Learning,Math Foundations: Linear algebra essentials; Calculus for optimization; Probability & stats refresher | ML Algorithms: Regularization techniques; Bias-Variance tradeoff; Ensemble methods | DL Fundamentals: Backpropagation; Neural network basics; Activation functions | Architectures: Transformers & attention; CNNs for vision; RNNs & LSTMs | Training & Optimization: Batch norm; LR schedules; Adam/SGD; Data augmentation | Deployment: ONNX export; Edge deployment; TorchServe/Triton
229,Research Intern - Path Variant 1,Machine Learning / Deep Learning,Math Foundations: Probability & stats refresher; Calculus for optimization; Linear algebra essentials | ML Algorithms: Regularization techniques; Bias-Variance tradeoff; Ensemble methods; Capstone: Build a Research Intern portfolio project integrating core skills | DL Fundamentals: Activation functions; Backpropagation; Neural network basics | Architectures: RNNs & LSTMs; Transformers & attention; CNNs for vision | Training & Optimization: Batch norm; LR schedules; Adam/SGD; Data augmentation | Deployment: ONNX export; Edge deployment; TorchServe/Triton
230,Research Intern - Path Variant 2,Machine Learning / Deep Learning,Math Foundations: Calculus for optimization; Probability & stats refresher; Linear algebra essentials | ML Algorithms: Ensemble methods; Bias-Variance tradeoff; Regularization techniques | DL Fundamentals: Neural network basics; Activation functions; Backpropagation | Architectures: Transformers & attention; CNNs for vision; RNNs & LSTMs | Training & Optimization: Batch norm; Data augmentation; Adam/SGD; LR schedules | Deployment: TorchServe/Triton; Edge deployment; ONNX export
231,Research Intern - Path Variant 3,Machine Learning / Deep Learning,Math Foundations: Calculus for optimization; Linear algebra essentials; Probability & stats refresher | ML Algorithms: Bias-Variance tradeoff; Ensemble methods; Regularization techniques | DL Fundamentals: Activation functions; Neural network basics; Backpropagation | Architectures: RNNs & LSTMs; CNNs for vision; Transformers & attention | Training & Optimization: Data augmentation; Adam/SGD; Batch norm; LR schedules; Capstone: Build a Research Intern portfolio project integrating core skills | Deployment: Edge deployment; ONNX export; TorchServe/Triton
232,Research Intern - Path Variant 4,Machine Learning / Deep Learning,Math Foundations: Linear algebra essentials; Probability & stats refresher; Calculus for optimization | ML Algorithms: Bias-Variance tradeoff; Regularization techniques; Ensemble methods | DL Fundamentals: Backpropagation; Activation functions; Neural network basics | Architectures: Transformers & attention; RNNs & LSTMs; CNNs for vision | Training & Optimization: Data augmentation; Batch norm; Adam/SGD; LR schedules | Deployment: ONNX export; TorchServe/Triton; Edge deployment
233,Research Intern - Path Variant 5,Machine Learning / Deep Learning,Math Foundations: Calculus for optimization; Capstone: Build a Research Intern portfolio project integrating core skills; Probability & stats refresher; Linear algebra essentials | ML Algorithms: Bias-Variance tradeoff; Ensemble methods; Regularization techniques; Capstone: Build a Research Intern portfolio project integrating core skills | DL Fundamentals: Backpropagation; Activation functions; Neural network basics | Architectures: CNNs for vision; Transformers & attention; RNNs & LSTMs; Capstone: Build a Research Intern portfolio project integrating core skills | Training & Optimization: Batch norm; Adam/SGD; LR schedules; Data augmentation | Deployment: TorchServe/Triton; Edge deployment; ONNX export
234,Research Intern - Path Variant 6,Machine Learning / Deep Learning,Math Foundations: Probability & stats refresher; Calculus for optimization; Linear algebra essentials | ML Algorithms: Bias-Variance tradeoff; Ensemble methods; Regularization techniques | DL Fundamentals: Activation functions; Backpropagation; Neural network basics | Architectures: CNNs for vision; RNNs & LSTMs; Transformers & attention | Training & Optimization: Capstone: Build a Research Intern portfolio project integrating core skills; Adam/SGD; LR schedules; Data augmentation; Batch norm | Deployment: ONNX export; TorchServe/Triton; Edge deployment; Capstone: Build a Research Intern portfolio project integrating core skills
235,Research Intern - Path Variant 7,Machine Learning / Deep Learning,Math Foundations: Capstone: Build a Research Intern portfolio project integrating core skills; Linear algebra essentials; Calculus for optimization; Probability & stats refresher | ML Algorithms: Ensemble methods; Bias-Variance tradeoff; Regularization techniques | DL Fundamentals: Backpropagation; Neural network basics; Activation functions | Architectures: CNNs for vision; RNNs & LSTMs; Transformers & attention | Training & Optimization: Adam/SGD; Batch norm; Data augmentation; LR schedules | Deployment: TorchServe/Triton; ONNX export; Edge deployment
